"keys","en","fr","zh","ja","ko","zh_TW","ru","pl","es","pt","de","tr","it"
"EFFECT_CHARM_BELOW_HP_NO_SCALING","Hitting an enemy that has less than {0} health has a {1} chance to charm it for {3} seconds","Frapper un ennemi qui a moins de {0} points de vie a {1} de chances de le charmer pendant {3} secondes","击中生命值低于{0}的敌人时，有{1}的几率使其在{3}秒内受到魅惑","HPが {0} 以下の敵を攻撃すると {1} の確率で {3} 秒間魅了状態にする","체력이 {0} 미만인 적을 타격하면 {1} 확률로 {3}초 동안 매혹시킴","每命中一個生命值低於{0}的敵人便有{1}機率魅惑他{3}秒","Попадание по врагу, уровень здоровья которого ниже {0}, с шансом {1} способно зачаровать его на {3} сек.","Trafienie wroga, który ma mniej niż {0} zdrowia, zapewnia {1} szans na zauroczenie go na {3} s","Al golpear a un enemigo que tenga menos de {0} de salud, existe un {1} de probabilidad de encantarlo durante {3} segundos","Acertar um inimigo que tenha menos de {0} de vida tem {1} de chance de encantá-lo por {3} segundos.","Ein Treffer gegen einen Gegner, der weniger als {0} Leben hat, hat eine Chance von {1}, ihn {3} Sekunden lang zu betören","Sağlığı {0} altında bir düşmana vurduğunda {1} ihtimalle {3} saniyeliğine onu büyüleyebilirsin","{1} di probabilità di ammaliare per {3} secondi un nemico con salute inferiore a {0} quando lo colpisci."
"EFFECT_CHARM_ON_HIT","Hitting an enemy has a {0} chance to charm it for {3} seconds","Frapper un ennemi a {0} de chance de le charmer pendant {3} secondes","击中敌人时，有{0}的几率使其在{3}秒内受到魅惑","敵を攻撃すると {0} の確率で {3} 秒間魅了状態にする","적을 타격하면 {0} 확률로 {3}초 동안 매혹시킴","每命中一個敵人便有{0}機率魅惑他{3}秒","Попадание по врагу с шансом {0} способно зачаровать его на {3} сек.","Trafienie wroga zapewnia {0} szans na zauroczenie go na {3} s","Al golpear a un enemigo, existe un {0} de probabilidad de encantarlo durante {3} segundos","Acertar um inimigo tem {0} de chance de encantá-lo por {3} segundos.","Ein Treffer gegen einen Gegner hat eine Chance von {0}, ihn {3} Sekunden lang zu betören","Bir düşmana vurduğunda {0} ihtimalle {3} saniyeliğine onu büyüleyebilirsin","{0} di probabilità di ammaliare per {3} secondi un nemico quando lo colpisci."
"EFFECT_GAIN_STAT_FOR_FREE_WEAPON_SLOTS","{0} {1} for every free weapon slot you have [{4}]","{0} {1} pour chaque emplacement d'arme libre dont vous disposez [{4}]","每有一个空闲的武器栏，将获得{0}{1}[{4}]","空いている武器スロット1つにつき {1} {0} [{4}]","가지고 있는 모든 빈 무기 슬롯에 대해 {0} {1} [{4}]","每擁有一個空閒的武器欄位就{0}{1}[{4}]","{0} ({1}) за каждую пустую ячейку оружия [{4}].","{1} {0} za każde posiadane puste pole broni [{4}]","{0} de {1} por cada ranura de arma libre que tengas [{4}]","{0} de {1} para cada espaço de arma vazio [{4}].","{0} {1} für jeden freien Waffenslot [{4}]","Sahip olduğun her boş silah yuvası için {0} {1} [{4}]","{0} {1} per ogni spazio per arma vuoto in tuo possesso [{4}]."
"EFFECT_WEAPON_DAMAGE_FOR_FREE_WEAPON_SLOTS","Deals {0} {1} for every free weapon slot you have [{4}]","Inflige {0} {1} pour chaque emplacement d'arme libre dont vous disposez [{4}]","每有一个空闲的武器栏，将造成{0}{1}[{4}]","空いている武器スロット1つにつき {1} {0} [{4}]","가지고 있는 모든 빈 무기 슬롯에 대해 {0} {1} 가함[{4}]","每擁有一個空閒的武器欄位就造成{0}{1}[{4}]","Наносит {0} ({1}) за каждую пустую ячейку оружия [{4}].","Zadaje {1} {0} za każde posiadane puste pole broni [{4}]","Causa {0} de {1} por cada ranura de arma libre que tengas [{4}]","Causa {0} de {1} para cada espaço de arma vazio [{4}].","Verursacht {0} {1} für jeden freien Waffenplatz [{4}]","Sahip olduğun her boş silah yuvası için {0} {1} hasar verir [{4}]","Infligge {0} {1} per ogni spazio per arma vuoto in tuo possesso [{4}]."
"EFFECT_LOSE_MATERIALS_PER_LIVING_ENEMY","Lose {0} material for every living enemy at the end of a wave","Perdez {0} matériaux pour chaque ennemi vivant à la fin d'une vague","在敌袭结束后，每有1个活着的敌人，你会失去{0}材料","ウェーブ終了時、生存している敵1体につきマテリアル {0} 個と経験値を失う","웨이브가 끝날 때 살아있는 모든 적에 대해 재료 {0}개를 잃음","敵襲結束後每有一個敵人存活就會失去{0}個素材","Вы теряете {0} ед. материалов за каждого живого врага в конце волны.","Tracisz {0} szt. materiałów za każdego żywego wroga na koniec fali","Pierdes {0} de material por cada enemigo con vida al final de una oleada","Perde {0} de material por inimigo vivo ao fim de uma onda.","Verliere {0} Material für jeden lebenden Gegner am Ende einer Welle","Bir hücum sonunda hayattaki her düşman başına {0} malzeme kaybedersin","Alla fine di un'ondata, perdi {0} materiali per ogni nemico vivo."
"EFFECT_NEGATIVE_KNOCKBACK","Knockback always pulls enemies towards you","La poussée attire toujours les ennemis vers vous","击退总会将敌人拉向你","ノックバックが敵を自機の方に引き寄せるようになる","넉백이 항상 나를 향해 적을 당김","擊退常常反而將敵人拉向你","Отталкивание всегда притягивает врагов к вам.","Odrzucanie zawsze przyciąga wrogów do ciebie","Los derribos siempre atraen a los enemigos hacia ti","O empurrão passa a puxar os inimigos na sua direção.","Rückstoß zieht Gegner immer zu dir","İtme eylemi düşmanları sana doğru çeker","La respinta attira sempre i nemici verso di te."
"EFFECT_MELEE_WEAPON_BONUS","{0} {1} with melee weapons","{0} {1} avec des armes de mêlée","使用近战武器时有{0}{1}","近接武器の {1} {0}","근거리 무기에 {0} {1}","使用近距離武器時會{0}{1}","{0} к параметру «{1}» при использовании оружия ближнего боя.","{1} {0}, gdy korzystasz z broni do walki wręcz","{0} de {1} con armas cuerpo a cuerpo","{0} de {1} com armas corpo a corpo.","{0} {1} mit Nahkampfwaffen","Yakın saldırı silahlarıyla {0} {1}","{0} {1} con le armi da mischia."
"EFFECT_SCALE_MATERIALS_WITH_DISTANCE","You get {0} to {1} materials from enemies you kill based on their proximity to you","Vous obtenez {0} à {1} matériaux des ennemis que vous tuez en fonction de leur proximité avec vous","击杀敌人后，你会根据他们与你的距离获得{0}到{1}不等的材料","倒した敵との距離に応じて {0} ～ {1} 個のマテリアルが手に入る","죽인 적과의 거리에 따라 죽인 적으로부터 {0}에서 {1} 재료를 얻음","根據殺死的敵人與你的距離，你可以從他們那裡得到{0}到{1}項素材","Вы получаете от {0} до {1} ед. материалов за каждого убитого врага в зависимости от расстояния до него.","Zabici wrogowie zapewniają ci od {0} do {1} szt. materiałów, zależnie od tego, w jakiej odległości od nich się znajdujesz","Obtienes entre {0} y {1} de materiales con los enemigos que elimines en función de lo cerca que estuvieran de ti","Você ganha {0} a {1} materiais de inimigos eliminados de acordo com a distância deles de você.","Du erhältst {0} bis {1} Materialien von getöteten Gegnern, je nachdem, wie nah sie dir sind","Öldürdüğün düşmanların sana olan yakınlığına göre {0} ve {1} arası malzeme alırsın","Ottieni da {0} a {1} materiali dai nemici uccisi in base alla loro vicinanza a te."
"EFFECT_CURSE_LOCKED_ITEMS","Locked items and weapons have a {0} chance to become cursed when leaving the shop","Les objets et armes verrouillés ont {0} de chances d'être maudits lorsque vous quittez la boutique","离开商店时，锁定的道具和武器有{0}的几率受到诅咒","ショップ{0} の確率でロック状態のアイテムや武器が呪い状態になります","상점을 떠날 때 잠긴 아이템과 무기가 {0} 확률로 저주받음","離開商店時，鎖住的道具和武器有{0}機率變成受詛咒","Закрепленные предметы и оружие с шансом {0} могут стать проклятыми при выходе из магазина.","Zablokowane przedmioty i bronie mają {0} szans na zostanie przeklętymi po tym, jak opuścisz sklep.","Los objetos y las armas bloqueados tienen un {0} de probabilidad de sufrir una maldición al salir de la tienda","Armas e itens travados tem {0} de chance de se tornarem amaldiçoados ao sair da loja.","Gesperrte Items und Waffen haben eine Chance von {0}, beim Verlassen des Ladens verflucht zu werden","Kilitli eşyalar ve silahlar dükkândan ayrılırken {0} ihtimalle lanetlenebilir","{0} di probabilità che le armi e gli oggetti bloccati vengano maledetti quando esci dal negozio."
"EFFECT_GOLDFISH_USED","This goldfish is resting after a hard day's work","Ce poisson rouge se repose après une dure journée de travail","这条金鱼辛苦工作了一天之后，正在休息","金魚は一仕事を終えて休んでいるようだ","이 금붕어는 고된 하루의 일을 끝내고 휴식 중입니다","辛苦工作了一天後，這隻金魚正在休息","Эта золотая рыбка отдыхает после тяжелого рабочего дня.","Ta złota rybka odpoczywa po całym dniu ciężkiej pracy","Esta carpa dorada está descansando después de dejarse las escamas trabajando","Este peixe-dourado está descansando após um dia daqueles.","Dieser Goldfisch ruht sich nach einem harten Arbeitstag aus","Japon balığı zorlu bir günün ardından dinleniyor","Questo pesce rosso si riposa dopo una dura giornata di lavoro."
"EFFECT_INCREASE_TIER_ON_REROLL","Items will be {0} tier higher after the next reroll","Les objets seront d'{0} grade supérieur après la prochaine randomisation","道具将在下次刷新后提升{0}个级别","次のリロールで現れるアイテムのティア +{0}","아이템은 다음 초기화 후에 {0} 등급 더 높아질 겁니다","下次重骰後，道具會提升{0}級","Класс предметов после следующей замены будет выше на {0}.","Po następnym przerzuceniu poziom przedmiotów będzie o tyle wyższy: {0}","Los objetos serán de {0} categoría más alta tras la siguiente repetición","Os itens ganham {0} grau após a próxima renovação.","Items sind nach dem nächsten ""Neu würfeln"" {0} Stufe besser","Sıradaki yenilemeden sonra eşyalar {0} seviye yükselir","La categoria degli oggetti sarà superiore di {0} dopo il prossimo cambio."
"EFFECT_WEAPONS_RELOAD_WHEN_PICKUP_GOLD","Picking up a material resets the cooldown of all your weapons","Ramasser un matériau réinitialise le temps de recharge de toutes vos armes","捡起材料将重置你所有武器的冷却时间","マテリアルを拾うと全ての武器のクールダウンがリセットされる","재료를 획득하면 모든 무기의 쿨다운이 초기화됩니다","撿起素材會重置你所有武器的冷卻時間","Когда вы поднимаете предмет, сбрасывается восстановление всего оружия.","Podniesienie materiału resetuje czas odnawiania wszystkich broni","Reinicia el tiempo de espera de todas tus armas al recoger un material","Coletar um material elimina a recarga de todas as suas armas.","Wenn du Material aufsammelst, wird die Abklingzeit all deiner Waffen zurückgesetzt","Malzeme topladığında tüm silahların bekleme süresi sıfırlanır","Quando raccogli un materiale, il tempo di ricarica di tutte le tue armi si azzera."
"EFFECT_INCREASE_MATERIAL_VALUE","Picked up materials have {0} value","Les matériaux récupérés ont {0} de valeur","捡起的材料有{0}价值","拾うマテリアルの価値が {0}","획득한 재료가 {0} 가치를 가집니다","撿起具有{0}價值的素材","Поднятые материалы имеют ценность {0}.","Wartość podniesionych materiałów: {0}","Los materiales recogidos tienen un {0} de valor","Os materiais coletados têm {0} de valor.","Wert von aufgesammelten Materialien {0}","Toplanan malzemelerin değeri {0} olur","{0} al valore dei materiali raccolti."
"EFFECT_RELOAD_TURRETS_ON_SHOOT","Resets the cooldown of all offensive turrets when attacking","Attaquer réinitialise le temps de recharge de toutes les tourelles offensives","攻击时重置所有攻击型炮塔的冷却时间","攻撃時にすべての攻撃系タレットのクールダウンをリセットする","공격 시 모든 공격적인 포탑의 쿨다운을 초기화합니다","攻擊時會重置所有攻擊砲台的冷卻時間","Обнуляет восстановление всех защитных турелей при атаке.","Resetuje czas odnawiania wszystkich wieżyczek ofensywnych podczas ataku","Reinicia el tiempo de espera de todas las torretas ofensivas al atacar","Elimina a recarga de todas as torretas ofensivas ao atacar.","Setzt beim Angreifen die Abklingzeit aller offensiven Geschütze zurück","Saldırı yaparken tüm saldırı taretlerinin bekleme süresi sıfırlanır","Quando attacchi, il tempo di ricarica di tutte le torrette offensive si azzera."
"EFFECT_GAIN_STATS_ON_REROLL","{2} chance to get {0} {1} when rerolling in the shop","{2} chances d'obtenir {0} {1} lors d'une randomisation dans la boutique","刷新时有{2}的概率在商店获得{0}{1}","リロール時に {2} の確率で {1} {0}","초기화 시 상점에서 {2} 확률로 {0} {1} 획득","重骰時有{2}機率在商店裡會獲得{0}{1}","Шанс {2} получить {0} к параметру «{1}» при замене в магазине.","{2} szans na zyskanie {1} {0} po przerzuceniu w sklepie","{2} de probabilidad de obtener {0} de {1} al repetir en la tienda","{2} de chance de obter {0} de {1} após a renovação na loja.","Chance von {2}, bei ""Neu würfeln"" im Laden {0} {1} zu bekommen","Dükkânda yenileme yaparken {2} ihtimalle {0} {1} alırsın","{2} di probabilità di ottenere {0} {1} quando cambi oggetti nel negozio."
