"keys","en","fr","zh","ja","ko","zh_TW","ru","pl","es","pt","de","tr","it"
"ITEM_TURRET_HEALING","Medical Turret","Tourelle Médicale","医疗炮塔","医療タレット","의료 포탑","醫療砲台","Мед-турель","Wieżyczka Medyczna","Torreta médica","Torreta Medicinal","Heilungsgeschütz","Şifalı Taret","Torretta medica"
"ITEM_TURRET","Turret","Tourelle","炮塔","タレット","포탑","砲台","Турель","Wieżyczka","Torreta","Torreta","Geschütz","Taret","Torretta"
"ITEM_TURRET_ROCKET","Explosive Turret","Tourelle Explosive","爆炸炮塔","爆裂タレット","폭발성 포탑","爆炸砲台","Разрывная турель","Wieżyczka Wybuchowa","Torreta explosiva","Torreta Explosiva","Explosionsgeschütz","Patlayıcı Taret","Torretta esplosiva"
"ITEM_TURRET_FLAME","Incendiary Turret","Tourelle Incendiaire","燃烧炮塔","焼夷タレット","방화 포탑","燃燒砲台","Поджигающая турель","Wieżyczka Zapalająca","Torreta incendiaria","Torreta Incendiária","Feuergeschütz","Ateşli Taret","Torretta incendiaria"
"ITEM_TURRET_LASER","Laser Turret","Tourelle Laser","激光炮塔","レーザータレット","레이저 포탑","雷射砲台","Лазерная турель","Wieżyczka Laserowa","Torreta láser","Torreta Laser","Lasergeschütz","Lazerli Taret","Torretta laser"
"ITEM_BOOK","Book","Livre","书本","本","책","書本","Книга","Książka","Libro","Livro","Buch","Kitap","Libro"
"ITEM_TOOLBOX","Toolbox","Boîte à Outils","工具箱","道具箱","공구 상자","工具箱","Инструменты","Skrzynka z Narzędziami","Caja de herramientas","Caixa de Ferramentas","Werkzeugkasten","Alet Kutusu","Cassetta degli attrezzi"
"ITEM_COG","Cog","Rouage","齿轮","歯車","톱니","齒輪","Шестерня","Zębatka","Engranaje","Engrenagem","Zahnrad","Çark","Ingranaggio"
"ITEM_DIPLOMA","Diploma","Diplôme","执照","証書","졸업장","執照","Диплом","Dyplom","Diploma","Diploma","Diplom","Diploma","Diploma"
"ITEM_RETROMATIONS_HOODIE","Retromation’s Hoodie","Sweat de Retromation","Retromation的连帽衫","レトロメーションのパーカー","레트로메이션의 후드티","Retromation的連帽衫","Худи Retromation","Bluza „Retromation”","Capucha de Retromation","Moletom Retromation","Retromation-Kapuzenpulli","Retromation’un Kapüşonlusu","Felpa di Retromation"
"ITEM_POTATO","Potato","Patate","土豆","ポテト","감자","馬鈴薯","Картошка","Ziemniak","Patata","Batata","Kartoffel","Patates","Patata"
"ITEM_MEDIKIT","Medikit","Kit Médical","急救包","医療キット","구급키트","急救包","Аптечка","Apteczka","Botiquín","Kit Médico","Verbandskasten","Şifa Kutusu","Kit di pronto soccorso"
"ITEM_BOWLER_HAT","Bowler Hat","Chapeau Melon","圆顶礼帽","山高帽","중절모","圓頂禮帽","Шляпа-котелок","Melonik","Bombín","Chapéu-coco","Filzhut","Melon Şapka","Bombetta"
"ITEM_COMPASS","Compass","Boussole","指南针","コンパス","나침반","指南針","Компас","Kompas","Brújula","Bússola","Kompass","Pusula","Bussola"
"ITEM_BIG_ARMS","Big Arms","Gros Bras","巨臂","ムキムキの腕","큰 팔","巨大手臂","Большие руки","Duże Ramiona","Brazacos","Brações","Große Arme","Büyük Kollar","Braccione"
"ITEM_LUCKY_CHARM","Lucky Charm","Porte-Bonheur","护身符","幸運のお守り","부적","幸運符","Счастливый талисман","Talizman","Amuleto","Amuleto da Sorte","Glücksbringer","Şans Tılsımı","Portafortuna"
"ITEM_SPIDER","Spider","Araignée","蜘蛛","蜘蛛","거미","蜘蛛","Паук","Pająk","Araña","Aranha","Spinne","Örümcek","Ragno"
"ITEM_OCTOPUS","Octopus","Poulpe","章鱼","タコ","문어","章魚","Осьминог","Ośmiornica","Pulpo","Polvo","Oktopus","Ahtapot","Polpo"
"ITEM_SNAIL","Snail","Escargot","蜗牛","カタツムリ","달팽이","蝸牛","Улитка","Ślimak","Caracol","Caracol","Schnecke","Salyangoz","Chiocciola"
"ITEM_PANDA","Panda","Panda","熊猫","パンダ","팬더","熊貓","Панда","Panda","Panda","Panda","Panda","Panda","Panda"
"ITEM_WHEAT","Wheat","Blé","小麦","小麦","밀","小麥","Пшеница","Pszenica","Trigo","Trigo","Weizen","Buğday","Frumento"
"ITEM_NIGHT_GOGGLES","Night Goggles","Lunettes de Nuit","夜视镜","暗視ゴーグル","나이트 고글","夜視鏡","Прибор ночного видения","Noktowizor","Gafas nocturnas","Óculos Noturnos","Nachtsichtbrille","Gece Gözlüğü","Visore notturno"
"ITEM_PADDING","Padding","Rembourrage","护垫","詰め物","충전재","充填物","Подкладка","Wyściółka","Relleno","Enchimento","Polster","Vatka","Imbottitura"
"ITEM_FIN","Fin","Aileron","鳍","ヒレ","지느러미","鰭板","Плавник","Płetwa","Aleta","Barbatana","Flosse","Yüzgeç","Pinna"
"ITEM_RITUAL","Ritual","Rituel","仪式","儀式","의식","儀式","Ритуал","Rytuał","Ritual","Ritual","Ritual","Ritüel","Rituale"
"ITEM_WHETSTONE","Whetstone","Pierre à Aiguiser","磨刀石","砥石","숫돌","磨刀石","Точильный камень","Osełka","Piedra de afilar","Pedra de Amolar","Wetzstein","Bileme Taşı","Affilatoio"
"ITEM_GNOME","Gnome","Gnome","地精","ノーム","난쟁이","地精","Гном","Gnom","Gnomo","Gnomo","Gnom","Cüce","Gnomo"
"ITEM_FOCUS","Focus","Concentration","焦点","集中","집중","焦點","Фокус","Skupienie","Enfoque","Foco","Fokus","Odak","Concentrazione"
"ITEM_PEACEFUL_BEE","Peaceful Bee","Abeille Paisible","和平蜜蜂","マルハナバチ","평화로운 벌","和平蜜蜂","Дружелюбная пчела","Pokojowa Pszczoła","Abeja tranquila","Abelha Pacífica","Friedliche Biene","Barışçıl Arı","Apina tranquilla"
"ITEM_PENCIL","Pencil","Crayon","铅笔","鉛筆","연필","鉛筆","Карандаш","Ołówek","Lápiz","Lápis","Stift","Kalem","Matita"
"ITEM_BLOOD_LEECH","Blood Leech","Sangsue","血蛭","吸血ヒル","혈 거머리","吸血水蛭","Пиявка","Pijawka","Sanguijuela","Sanguessuga","Blutegel","Kan Sülüğü","Sanguisuga"
"ITEM_BANNER","Banner","Bannière","旗帜","軍旗","배너","旗幟","Знамя","Sztandar","Estandarte","Estandarte","Banner","Afiş","Stendardo"
"ITEM_SHADY_POTION","Shady Potion","Potion Louche","阴影药水","闇のポーション","그늘진 물약","陰影藥水","Сомнительное зелье","Podejrzana Mikstura","Poción sospechosa","Poção Sinistra","Dubioser Trank","Şaibeli İksir","Pozione sospetta"
"ITEM_LEATHER_VEST","Leather Vest","Gilet en Cuir","皮革背心","レザーベスト","가죽 조끼","皮革背心","Кожаный жилет","Skórzana Kamizelka","Chaleco de cuero","Colete de Couro","Lederweste","Deri Yelek","Gilè di pelle"
"ITEM_WINGS","Wings","Ailes","翅膀","翼","날개","翅膀","Крылья","Skrzydła","Alas","Asas","Flügel","Kanat","Ali"
"ITEM_ALLOY","Alloy","Alliage","合金","合金","합금","合金","Сплав","Stop","Aleación","Liga","Legierung","Alaşım","Lega metallica"
"ITEM_CLOVER","Clover","Trèfle","三叶草","クローバー","클로버","三葉草","Клевер","Koniczyna","Trébol","Trevo","Klee","Yonca","Quadrifoglio"
"ITEM_POISONOUS_TONIC","Poisonous Tonic","Tonique Empoisonné","毒性补品","体に悪い強壮剤","유독한 토닉","毒性補品","Отравленный напиток","Trujący Napój","Tónico venenoso","Tônico Venenoso","Gifttonikum","Zehirli Tonik","Tonico velenoso"
"ITEM_HEAVY_BULLETS","Heavy Bullets","Balles Lourdes","重型子弹","ヘビー弾","중탄","重裝子彈","Тяжелые пули","Ciężkie Kule","Balas pesadas","Balas Pesadas","Schwere Geschosse","Ağır Mermi","Proiettili pesanti"
"ITEM_EXOSKELETON","Exoskeleton","Exosquelette","外骨骼","パワードスーツ","외골격","外裝骨骼","Экзоскелет","Egzoszkielet","Exoesqueleto","Exoesqueleto","Exoskelett","Dış İskelet","Esoscheletro"
"ITEM_WOLF_HELMET","Wolf Helmet","Casque de Loup","野狼头盔","狼のフード","늑대 헬멧","野狼頭盔","Волчий шлем","Wilczy Hełm","Casco de lobo","Capacete de Lobo","Wolfshelm","Kurt Miğferi","Pelle di lupo"
"ITEM_GUMMY_BERSERKER","Gummy Berserker","Ourson Fou Furieux","软糖狂战士","グミバーサーカー","진득한 버서커","軟糖狂戰士","Мишка-берсерк","Żelkowy Berserker","Berserker de gominola","Ursinho Nervosinho","Gummiberserker","Savaşçı Jelibon","Orsetto assassino"
"ITEM_PLASTIC_EXPLOSIVE","Plastic Explosive","Plastic","塑性炸药","プラスチック爆弾","플라스틱 폭발물","塑膠炸彈","Пластиковая взрывчатка","Plastyczny Materiał Wybuchowy","Explosivo plástico","Explosivo Plástico","Plastiksprengstoff","Plastik Patlayıcı","Esplosivo al plastico"
"ITEM_DYNAMITE","Dynamite","Dynamite","炸药","ダイナマイト","다이너마이트","炸藥","Динамит","Dynamit","Dinamita","Dinamite","Dynamit","Dinamit","Dinamite"
"ITEM_TYLER","Tyler","Tyler","泰勒","タイラー","타일러","泰勒","Тайлер","Tyler","Tyler","Tyler","Tyler","Tyler","Tyler"
"ITEM_WANDERING_BOT","Wandering Bot","Robot Errant","流浪机器人","浮遊ボット","방랑하는 봇","流浪機器人","Робот-странник","Wędrujący Robot","Robot andante","Robô Errante","Wanderbot","Gezgin Robot","Robot errante"
"ITEM_SIFDS_RELIC","Sifd’s Relic","Relique de Sifd","Sifd的圣物","Sifdの遺物","시프드의 유물","Sifd的聖物","Реликвия Sifd","Artefakt Sifda","Reliquia de Sifd","Relíquia de Sifd","Sifd-Relikt","Sifd’in Artefaktı","Reliquia di Sifd"
"ITEM_DANGEROUS_BUNNY","Dangerous Bunny","Lapin Dangereux","危险的兔子","凶悪ウサギ","위험한 토끼","危險的兔子","Опасный кролик","Groźny Króliczek","Conejito peligroso","Coelhinho Perigoso","Gefährlicher Hase","Korkulu Tavşan","Coniglietto pericoloso"
"ITEM_ESTYS_COUCH","Esty’s Couch","Canapé d’Esty","Esty的沙发","エスティのソファー","에스티의 소파","Esty的沙發","Кресло Esty","Kanapa Esty","Sofá de Esty","Sofá da Esty","Estys Couch","Esty’nin Koltuğu","Divano di Esty"
"ITEM_REINFORCED_STEEL","Reinforced Steel","Acier Renforcé","强化钢","鉄筋","강화강철","强化钢","Усиленная сталь","Wzmocniona Stal","Acero Reforzado","Aço Reforçado","Verstärkter Stahl","Güçlendirilmiş Çelik","Acciaio Rinforzato"
"CHARACTER_WELL_ROUNDED","Well-Rounded","Équilibré","全能者","丸々ポテト","다재다능","肥肉肉","Сбалансированный","Okrąglutki","Equilibrado","Redondinho","Normalo","Sofistike","Tutto tondo"
"CHARACTER_MASOCHIST","Masochist","Masochiste","受虐狂","マゾ","마조히스트","受虐狂","Мазохист","Masochista","Masoquista","Masoquista","Masochist","Mazoşist","Masochista"
"CHARACTER_BRAWLER","Brawler","Bagarreur","斗士","喧嘩屋","싸움꾼","鬥士","Драчун","Awanturnik","Luchador","Brigão","Raufbold","Kavgacı","Attaccabrighe"
"CHARACTER_CHUNKY","Chunky","Trapu","大壮","太っちょ","뚱뚱이","矮胖","Толстяк","Grubasek","Mofletudo","Robusto","Dickerchen","Tombalak","Paffuto"
"CHARACTER_CRAZY","Crazy","Cinglé","狂人","クレイジー","광인","瘋狂","Псих","Pokręcony","Loco","Louco","Irrer","Çılgın","Svitato"
"CHARACTER_LUCKY","Lucky","Chanceux","幸运星","ラッキー","행운아","幸運","Везунчик","Farciarz","Suertudo","Sortudo","Glückspilz","Şanslı","Fortunello"
"CHARACTER_LOUD","Loud","Bruyant","大嗓门","大声","기차 화통","大聲","Горлопан","Głośny","Chillón","Barulhento","Schreihals","Gürültücü","Strillone"
"CHARACTER_MUTANT","Mutant","Mutant","异变体","ミュータント","돌연변이","異變體","Мутант","Mutant","Mutante","Mutante","Mutant","Mutant","Mutante"
"CHARACTER_ONE_ARM","One-Armed","Manchot","独臂","一本腕","외팔이","獨臂","Однорукий","Jednoręki","Una mano","Um Braço Só","Einarmiger","Tek Elli","Monobraccio"
"CHARACTER_RANGER","Ranger","Ranger","游侠","レンジャー","레인저","遊俠","Стрелок","Strzelec","Comando","Patrulheiro","Fernkämpfer","Korucu","Tiratore"
"CHARACTER_WILDLING","Wildling","Sauvageon","野人","原始人","야만인","野生","Дикарь","Dzikus","Salvaje","Selvagem","Wilder","Yabani","Cavernicolo"
"CHARACTER_SPEEDY","Speedy","Rapide","飞毛腿","スピード狂","날쌘돌이","迅速","Ловкач","Szybki","Veloz","Apressado","Sprinter","Şipşak","Saetta"
"CHARACTER_MAGE","Mage","Mage","法师","魔法使い","마법사","法師","Маг","Mag","Mago","Mago","Magier","Büyücü","Mago"
"CHARACTER_KNIGHT","Knight","Chevalier","骑士","ナイト","기사","騎士","Рыцарь","Rycerz","Caballero","Cavaleiro","Ritter","Şövalye","Cavaliere"
"CHARACTER_PACIFIST","Pacifist","Pacifiste","和平主义者","平和主義者","평화주의자","和平主義者","Пацифист","Pacyfista","Pacifista","Pacifista","Pazifist","Barışçı","Pacifista"
"CHARACTER_INTROVERT","Introvert","Introverti","内向","シャイボーイ","내향인","內向的人","Интроверт","Introwertyk","Introvertido","Introvertido","Einzelgänger","İçe Dönük","Introverso"
"CHARACTER_SOLDIER","Soldier","Soldat","士兵","兵士","군인","士兵","Солдат","Żołnierz","Soldado","Soldado","Soldat","Asker","Soldato"
"CHARACTER_GHOST","Ghost","Fantôme","幽灵","ゴースト","유령","幽靈","Призрак","Duch","Fantasma","Fantasma","Geist","Hayalet","Fantasma"
"CHARACTER_ENGINEER","Engineer","Ingénieur","工程师","エンジニア","엔지니어","工程師","Инженер","Inżynier","Ingeniero","Engenheiro","Ingenieur","Mühendis","Ingegnere"
"CHARACTER_MULTITASKER","Multitasker","Multitâche","多面手","マルチタスカー","멀티태스커","多任務執行者","Мастер на все руки","Wielozadaniowy","Polifacético","Multitarefa","Tausendsassa","Hünerli","Tuttofare"
"CHARACTER_ENTREPRENEUR","Entrepreneur","Entrepreneur","企业家","実業家","기업가","企業家","Предприниматель","Przedsiębiorca","Emprendedor","Empreendedor","Unternehmer","Girişimci","Imprenditore"
"CHARACTER_DOCTOR","Doctor","Docteur","医生","ドクター","의사","醫生","Доктор","Lekarz","Médico","Doutor","Arzt","Doktor","Dottore"
"CHARACTER_GENERALIST","Generalist","Généraliste","博学家","オールラウンダー","박학다식자","博學家","Универсал","Wszechstronny","Versátil","Generalista","Generalist","Aydın","Polistrumentista"
"CHARACTER_SICK","Sick","Malade","病人","病人","환자","病人","Больной","Chory","Enfermo","Doente","Kranker","Hasta","Malato"
"CHARACTER_SAVER","Saver","Économe","节俭者","節約家","절약가","節約家","Скряга","Oszczędny","Ahorrador","Econômico","Sparfuchs","Biriktirici","Sparagnino"
"CHARACTER_GLADIATOR","Gladiator","Gladiateur","角斗士","グラディエーター","검투사","角鬥士","Гладиатор","Gladiator","Gladiador","Gladiador","Gladiator","Gladyatör","Gladiatore"
"CHARACTER_FARMER","Farmer","Fermier","农夫","ファーマー","농부","農夫","Фермер","Rolnik","Agricultor","Fazendeiro","Bauer","Çiftçi","Agricoltore"
"CHARACTER_EXPLORER","Explorer","Explorateur","探险家","探検家","탐험가","探險家","Исследователь","Odkrywca","Explorador","Explorador","Entdecker","Kaşif","Esploratore"
"CHARACTER_OLD","Old","Vieux","老叟","老人","늙은이","老舊","Старик","Staruszek","Viejales","Idoso","Greis","İhtiyar","Vegliardo"
"CHARACTER_DEMON","Demon","Démon","恶魔","悪魔","악마","惡魔","Демон","Demon","Demonio","Demônio","Dämon","İblis","Demone"
"CHARACTER_BULL","Bull","Taureau","公牛","雄牛","황소","公牛","Бык","Byk","Toro","Touro","Stier","Boğa","Toro"
"EFFECT_ALIEN_EYES","Shoots {0} alien eyes around you every {4} seconds dealing {1} ({3}) damage each","Projette {0} yeux extraterrestres autour de vous toutes les {4} secondes qui infligent {1} ({3}) points de dégâts chacun","每{4}秒向周围发射{0}颗异形眼球，每颗眼球造成{1}（{3}）伤害","{4} 秒ごとにエイリアンの目玉を周囲に {0} 個発射し、それぞれが {1}（{3}） のダメージを与える","매 {4}초마다 외계인 눈 {0}개를 발사해 각각 {1}({3}) 대미지를 가합니다","每{4}秒向周圍射出{0}隻異形眼睛，每顆眼睛造成{1}（{3}）傷害","Каждые {0} сек. выстреливает глазами пришельцев ({4}) вокруг ваз. Каждый глаз наносит {1} ({3}) ед. урона.","Co {4} sekund strzela oczami obcych ({0}), które zadają po {1} pkt. obrażeń ({3})","Dispara {0} ojos alienígenas que causan {1} ({3}) de daño a tu alrededor cada {4} segundos","Atira {0} olhos alienígenas a cada {4} segundos, causando {1} ({3}) de dano cada.","Schießt alle {4} Sekunden {0} Alienaugen um dich herum, die jeweils {1} ({3}) Schaden verursachen","Etrafına her {4} saniye boyunca her biri {1} ({3}) hasar veren {0} uzaylı gözü saçar","Ogni {4} secondi, lancia intorno a te {0} occhi alieni che infliggono {1} ({3}) danni ciascuno."
"EFFECT_INSTANT_GOLD_ATTRACTING","{0} chance to instantly attract a material when it’s dropped","{0} chance d’attirer instantanément un matériau lorsqu'il est lâché","有{0}概率立即吸收掉落的材料","ドロップしたマテリアルが {0} の確率で自機に向かって引き寄せられる","{0} 확률로 떨어지면 즉시 재료를 끌어들임","有{0}的機率在素材掉落時立即吸引過來","Шанс {0} сразу притянуть выпавший материал.","{0} szans na natychmiastowe zebranie materiału po jego upuszczeniu","{0} de probabilidad de atraer un material en cuanto lo suelta el enemigo","{0} de chance de atrair instantaneamente um material deixado.","Chance von {0}, ein Material sofort anzuziehen, wenn es fallen gelassen wird","{0} olasılıkla düşen malzemeyi anında çeker","{0} di probabilità di attirare subito a te un materiale appena generato."
